participant_idx,mdp_idx,skipped,elapsed_minutes,program_evaluations,program,preprocessed_program,programming_exp,programming_game_exp
156,4,False,7.4472,20,JWRWSJRWWJSLJLWRJS||||,JWRWSJRWWJSLJLWRJS||||,None,No
156,5,False,4.541816666666667,16,3113311122|JS|LWS|11L|,1221122233|22L|JS|LWS|,None,No
156,6,False,3.4507166666666667,11,3R1R3L1L3|JWS||11111|,1R2R1L2L1|22222|JWS||,None,No
156,7,False,2.6336666666666666,3,L11RJL133J3|JS||R1|,L11RJL122J2|JS|R1||,None,No
156,8,False,1.5606,4,WLJSLJJSLLJLWSJS||||,WLJSLJJSLLJLWSJS||||,None,No
156,9,False,2.584016666666667,5,222|WJS|3RWL|11|,111|22RWL|JS||,None,No
157,0,False,8.8605,8,JJSJRWWRJSJRWS||||,JJSJRWWRJSJRWS||||,None,No
157,1,False,12.167133333333334,6,WSWSLWSWWSWSLWSLWSWWS||||,WSWSLWSWWSWSLWSLWSWWS||||,None,No
157,2,False,2.112616666666667,2,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,None,No
157,3,False,2.4018333333333333,2,LWSWWSRJRWSWWSLJLWSWWS||||,LWSWWSRJRWSWWSLJLWSWWS||||,None,No
157,4,False,4.1817,3,JWRWSRJLWJWRWSJRWJS||||,JWRWSRJLWJWRWSJRWJS||||,None,No
157,5,True,16.155966666666668,13,,,None,No
157,6,False,3.60525,2,JSJJSJRJSWSRJJSRWSLJJSLWS||||,JSJJSJRJSWSRJJSRWSLJJSLWS||||,None,No
157,7,False,10.9739,8,JLJSRJLJSJSLJSLJRSJSLJS||||,JLJSRJLJSJSLJSLJRJSLJS||||,None,No
157,8,False,4.0296,7,WLJSLJJSLLJLWSJS||||,WLJSLJJSLLJLWSJS||||,None,No
157,9,False,1.90005,2,JJSJWRJSLWJRJS||||,JJSJWRJSLWJRJS||||,None,No
158,0,False,2.2783166666666665,2,JJSJRWWRJSJRWS||||,JJSJRWWRJSJRWS||||,None,No
158,1,False,3.685,1,11L1W11L1L1W1|WS|||,11L1W11L1L1W1|WS|||,None,No
158,2,False,2.227716666666667,1,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,None,No
158,3,False,1.19745,1,L1W1RJR1W1LJL1W1|WS|||,L1W1RJR1W1LJL1W1|WS|||,None,No
158,4,False,1.6599666666666666,3,JWR1JWRJLWR1JRWJS|WS|||,JWR1JWRJLWR1JRWJS|WS|||,None,No
158,5,False,3.2133333333333334,5,JSLWL13W13WR1WL13W13WR1|WS||RR|,JSLWL12W12WR1WL12W12WR1|WS|RR||,None,No
158,6,False,2.71615,4,1J1JR13RJ1J1R3RJ1|JS||WS|,1J1JR12RJ1J1R2RJ1|JS|WS||,None,No
158,7,False,1.1600166666666667,2,L11RJL1R1R1JR1|JS|||,L11RJL1R1R1JR1|JS|||,None,No
158,8,False,1.19485,3,WL1WJL1L1WR1|JS|||,WL1WJL1L1WR1|JS|||,None,No
158,9,False,1.5043166666666667,1,J13131|JS||RWLJ|,J12121|JS|RWLJ||,None,No
159,0,False,5.513,10,JRWSLLWRJSJRWRJLWS||||,JRWSLLWRJSJRWRJLWS||||,None,No
159,1,False,1.97275,3,1RWWSWSRWSRWS|WSWSLWSLWS|||,WSWSLWSLWSRWWSWSRWSRWS||||,None,No
159,2,False,0.94525,2,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,None,No
159,3,False,1.8686333333333334,5,L1RJR1LJL1|WSWWS|||,L1RJR1LJL1|WSWWS|||,None,No
159,4,False,6.81115,25,1L11|JWWRWSJWRJ|||,1L11|JWRWSJWRJ|||,None,No
159,5,False,2.2720166666666666,5,1L11L1L11LJLWWS|JSJ|||,1L11L1L11LJLWWS|JSJ|||,None,No
159,6,False,2.562866666666667,5,R11JSWS|JSWSJLWLWWJSRJR|||,R11JSWS|JSWSJLWLWWJSRJR|||,None,No
159,7,False,1.1846833333333333,1,L1RJLJSRJSRJSJRJS|JSJS|||,LJSJSRJLJSRJSRJSJRJS||||,None,No
159,8,False,2.3457833333333333,11,111LJLWJS|WLJS|||,111LJLWJS|WLJS|||,None,No
159,9,False,0.7078,3,1|JJSRWL1|||,1|JJSRWL1|||,None,No
160,0,False,2.35065,16,JRWSWLJSLWWJS||||,JRWSWLJSLWJS||||,None,No
160,1,False,1.84405,11,WSWSLWSWWSWSLWSLWSWWS||||,WSWSLWSWWSWSLWSLWSWWS||||,None,No
160,2,False,0.9910333333333333,13,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,None,No
160,3,False,4.0419,13,LWSWWSRJRWSWWSLJLWSWWS||L||,LWSWWSRJRWSWWSLJLWSWWS||||,None,No
160,4,False,2.5109166666666667,12,JWRWSJWWRJWSJRWJS||||,JWRWSJWWRJWSJRWJS||||,None,No
160,5,False,2.75075,28,LJSJJSJRJSRWWSWWSLJLJSJJS||||,LJSJJSJRJSRWWSWWSLJLJSJJS||||,None,No
160,6,False,1.7530833333333333,19,JSJJSJRJSRJJSJJSLWSLJJSJJS||||,JSJJSJRJSRJJSJJSLWSLJJSJJS||||,None,No
160,7,False,1.9910166666666667,22,LJSJSRJLJSRJSRJSJRJS||||,LJSJSRJLJSRJSRJSJRJS||||,None,No
160,8,False,1.9212166666666666,14,WLJSLJJSRJWRJSRJS||||,WLJSLJJSRJWRJSRJS||||,None,No
160,9,False,1.7249,19,JJSRWLJJSWWJRJS||||,JJSRWLJJSWJRJS||||,None,No
161,0,False,9.5715,13,J12312S|JSJ|RW|WR|,J12WR12S|JSJ|RW||,None,No
161,1,False,4.853933333333333,4,11L1L1RW11R1R1|WS|||,11L1L1RW11R1R1|WS|||,None,No
161,2,False,2.88385,4,1SLJ2L1L2|WWW|JS||,1SLJ2L1L2|WWW|JS||,None,No
161,3,False,22.520433333333333,31,JSJLWSWWSLJLWSWRJSRWWS||||,JSJLWSWWSLJLWSWRJSRWWS||||,None,No
161,4,False,4.644583333333333,8,1RWS1WR1SJRWJS|JW|||,1RWS1WR1SJRWJS|JW|||,None,No
161,5,False,12.9538,13,JSJLJSL1JLJSL1|WWSRJRJS|||,JSJLJSL1JLJSL1|WWSRJRJS|||,None,No
161,6,False,5.913216666666667,12,JS1JRJS2R1R2L1L2|JJS|WS||,JS1JRJS2R1R2L1L2|JJS|WS||,None,No
161,7,False,5.7231,4,LJSJSRJLJSRJSRJSJRJS||||,LJSJSRJLJSRJSRJSJRJS||||,None,No
161,8,False,2.1102666666666665,6,WLJSWJLJSLJSWRJS||||,WLJSWJLJSLJSWRJS||||,None,No
161,9,False,1.1855166666666668,4,JJSRWLJJSRWLJJS||||,JJSRWLJJSRWLJJS||||,None,No
162,0,False,3.574116666666667,9,JJSJRWWRJSRWLSJS||||,JJSJRWWRJSRWLJS||||,None,No
162,1,False,11.50325,28,1LWSLWSR1WSRWSRWS|WSWS|||,1LWSLWSR1WSRWSRWS|WSWS|||,None,No
162,2,False,2.407233333333333,11,1SLJL1SRJR1S|WWW|||,1SLJL1SRJR1S|WWW|||,None,No
162,3,False,3.7171333333333334,17,JSLWSWSWLJSLWWSWLJJLWSWWS||||,JSLWWSWLJSLWWSWLJJLWSWWS||||,None,No
162,4,False,4.398366666666667,20,1RWS1RJLWRWSR1LJS|JW|||,1RWS1RJLWRWSR1LJS|JW|||,None,No
162,5,False,4.11735,20,JSL1S1SRJRJSJJSR1SRWJJS|WW|||,JSL1S1SRJRJSJJSR1SRJJS|WW|||,None,No
162,6,False,4.237783333333334,20,JS1SJRJSWSR1SRWSL1SLWS|JJ|||,JS1SJRJSWSR1SRWSL1SLWS|JJ|||,None,No
162,7,False,1.9244333333333334,17,LJSJSRJJSLJSLJSLJJS||||,LJSJSRJJSLJSLJSLJJS||||,None,No
162,8,False,3.45385,25,WL1WJL1L1WR1|JS|||,WL1WJL1L1WR1|JS|||,None,No
162,9,False,3.0206833333333334,22,12WL12WL1S|JJ|SR||,12WL12WL1S|JJ|SR||,None,No
163,0,False,14.443916666666667,32,R1L3SLWLJRSWRJS|WW|LL|JJ|,RWWLJJSLWLJSRWRJS||||,Between 1 and 3 college courses (or equivalent),No
163,1,False,1.75965,3,1LWSLWSRW1RWSRWS|WSWS|||,1LWSLWSRW1RWSRWS|WSWS|||,Between 1 and 3 college courses (or equivalent),No
163,2,False,1.6758333333333333,5,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,Between 1 and 3 college courses (or equivalent),No
163,3,False,1.8908666666666667,6,L1RJR1LJL1|WSWWS|||,L1RJR1LJL1|WSWWS|||,Between 1 and 3 college courses (or equivalent),No
163,4,False,2.6647166666666666,7,1JWRJL3RWSJWRJ3RWS|JWWRWS||WW|,JWRWSJWRJLWRWSJWRJWRWS||||,Between 1 and 3 college courses (or equivalent),No
163,5,False,9.517016666666667,42,JSLW1RR3W42W24242|RWS|LWS|WWS|RRW,JSLWRWSRRWWS12W21212|RRW|LWS||,Between 1 and 3 college courses (or equivalent),No
163,6,False,2.4924,9,1J1JR13RJ1R3LJ1L3|JS||WS|,1J1JR12RJ1R2LJ1L2|JS|WS||,Between 1 and 3 college courses (or equivalent),No
163,7,False,2.1439166666666667,10,L11313R1313S|JS||RJ|,L11212R1212S|JS|RJ||,Between 1 and 3 college courses (or equivalent),No
163,8,False,1.9646666666666666,8,WL1WJL1L1WR1|JS|||,WL1WJL1L1WR1|JS|||,Between 1 and 3 college courses (or equivalent),No
163,9,False,1.44695,5,1SJW1RWJSR1RWS|JJ|||,1SJW1RWJSR1RWS|JJ|||,Between 1 and 3 college courses (or equivalent),No
164,0,False,1.8400666666666667,1,RWWLJJSLWLJSRWRJS||||,RWWLJJSLWLJSRWRJS||||,Between 1 and 3 college courses (or equivalent),No
164,1,False,10.822483333333333,7,WL1111SRWR2|SW|SW2||,WL1111SRWR2|SW|12||,Between 1 and 3 college courses (or equivalent),No
164,2,False,2.7151,1,L11RWWWR11S|SJ|||,L11RWWWR11S|SJ|||,Between 1 and 3 college courses (or equivalent),No
164,3,False,2.4233666666666664,1,L2RJR2LJL2|WS|111||,L1RJR1LJL1|222|WS||,Between 1 and 3 college courses (or equivalent),No
164,4,False,15.491166666666667,15,121W2J21|JWS|R1||,121W2J21|JWS|R1||,Between 1 and 3 college courses (or equivalent),No
164,5,False,9.637633333333333,12,121412141|JWWSJSJS|LJSL||RWR,121312131|JWWSJSJ|LJSL|RWR|,Between 1 and 3 college courses (or equivalent),No
164,6,False,2.9930833333333333,3,1RJSR1LWSL1|JSJSJSJS|||,1RJSR1LWSL1|JSJSJSJS|||,Between 1 and 3 college courses (or equivalent),No
164,7,False,3.07985,5,L11224414|JS|RJS||LJS,12331121|L2|JS|R2|,Between 1 and 3 college courses (or equivalent),No
164,8,False,2.24055,4,1111LWJS|WLJS|||,1111LWJS|WLJS|||,Between 1 and 3 college courses (or equivalent),No
164,9,False,1.0154333333333334,1,12121|JSJS|RWL||,12121|JJS|RWL||,Between 1 and 3 college courses (or equivalent),No
165,0,False,1.9070166666666666,2,1JRWWRJSJRWS|JJS|||,JJSJRWWRJSJRWS||||,None,No
165,1,False,4.581216666666666,6,132RWSRWS|WSWS|RWWSWS|LWSLWS|,1LWSLWSRW1RWSRWS|WSWS|||,None,No
165,2,False,0.49093333333333333,1,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,None,No
165,3,False,1.2317333333333333,2,L1RJR1LJL1|WSWWS|||,L1RJR1LJL1|WSWWS|||,None,No
165,4,False,0.9254666666666667,3,JWRWSJRWWJSLJWLJS||||,JWRWSJRWWJSLJWLJS||||,None,No
165,5,False,1.3641333333333334,2,JSLWWSWWSLJLJSJJSLWWSLJJS||||,JSLWWSWWSLJLJSJJSLWWSLJJS||||,None,No
165,6,False,2.275333333333333,7,1JR3R22RWSRJJS|JSJJS|JSJS|JSWS|,JSJJSJRJSWSR11RWSRJJS|JJS|||,None,No
165,7,False,1.3093333333333332,5,L1RJLJS33JRJS|JSJS||RJS|,LJSJSRJLJS11J1|RJS|||,None,No
165,8,False,0.99495,3,11RJSLLJWWRJS|WLJS|||,11RJSLLJWRJS|WLJS|||,None,No
165,9,False,0.4845333333333333,1,JJSJWRJSLWJRJS||||,JJSJWRJSLWJRJS||||,None,No
166,0,False,1.99645,5,13|JRWSW||LJSJLWWLJS|,JRWSWLJSJLWWLJS||||,Between 1 and 3 college courses (or equivalent),No
166,1,False,1.3053666666666666,2,12|WSWSLWSLWS|RWWSWSRWSRWS||,WSWSLWSLWSRWWSWSRWSRWS||||,Between 1 and 3 college courses (or equivalent),No
166,2,False,1.31555,2,1|WWWSLJLWWWSRJRWWWS|||,WWWSLJLWWWSRJRWWWS||||,Between 1 and 3 college courses (or equivalent),No
166,3,False,1.9333333333333333,3,1|LWSWWSRJRWSWWSLJLWSWWS|||,LWSWWSRJRWSWWSLJLWSWWS||||,Between 1 and 3 college courses (or equivalent),No
166,4,False,1.6136,4,11|JWRWSJRWLJWRWS|||,11|JWRWSJRWLJWRWS|||,Between 1 and 3 college courses (or equivalent),No
166,5,False,3.45745,10,1|JSLWLWSRRWWSLLWRWSWLWSRRWWSLLWRWS|||,JSLWLWSRRWWSLLWRWSWLWSRRWWSLLWRWS||||,Between 1 and 3 college courses (or equivalent),No
166,6,False,3.510866666666667,8,1234|JSJJS|JRJSWS|RJJSRWS|LJJSLWS,JSJJSJRJSWSRJJSRWSLJJSLWS||||,Between 1 and 3 college courses (or equivalent),No
166,7,False,1.43965,2,1|LJSJSRJLJSRJSRJSJRJS|||,LJSJSRJLJSRJSRJSJRJS||||,Between 1 and 3 college courses (or equivalent),No
166,8,False,2.5505,9,1|WLJSWLJSRJSLLWWRJLWJS|||,WLJSWLJSRJSLJLWJS||||,Between 1 and 3 college courses (or equivalent),No
166,9,False,1.2598833333333332,9,13|JJS||RWLJJSWJRJS|,1RWL1WJRJS|JJS|||,Between 1 and 3 college courses (or equivalent),No
167,0,False,3.32625,9,132|JWJS|JRWS|JRWWWRJS|,JJSJRWWRJSJRWS||||,Between 1 and 3 college courses (or equivalent),No
167,1,False,2.7058166666666668,7,11L1L1RW11R1R1|WS|||,11L1L1RW11R1R1|WS|||,Between 1 and 3 college courses (or equivalent),No
167,2,False,1.4272,4,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,Between 1 and 3 college courses (or equivalent),No
167,3,False,3.38025,10,L4R34LJ24||LJ|JR|WSWWS,L1RJR1221|WSWWS|LJ||,Between 1 and 3 college courses (or equivalent),No
167,4,False,2.20615,6,1132|JWWRWS|JRWWJS|JWWS|,11JWSJRWJS|JWWRWS|||,Between 1 and 3 college courses (or equivalent),No
167,5,False,3.162183333333333,12,12434WWS4WLW34WWS|JS|LWWSWWS|WRWS|LL,JSLWWSWWS121WWS1WLW21WWS|LL|WRWS||,Between 1 and 3 college courses (or equivalent),No
167,6,False,4.2282166666666665,14,R1L3L2RJR1L3L2RJR1|JSWS|WWJS|JWW|,R1LJL2RJR1LJL2RJR1|JSWS|WJS||,Between 1 and 3 college courses (or equivalent),No
167,7,False,4.471683333333333,14,13L244J4|JWWWLWWWLJJ|JRJS|SJS|LJS,JWWWLWWWLJJSJSLJRJS11J1|LJS|||,Between 1 and 3 college courses (or equivalent),No
167,8,False,3.4083,15,111RRJWWRJS|WLJS|||,111RRJWRJS|WLJS|||,Between 1 and 3 college courses (or equivalent),No
167,9,False,2.3464,6,1JW3LWJ3|JJS||RJS|,JJSJW1LWJ1|RJS|||,Between 1 and 3 college courses (or equivalent),No
168,0,False,4.71075,13,1|JJSJRWWRJSJRWS|WW||,JJSJRWWRJSJRWS||||,None,No
168,1,False,5.71695,11,1234|WSWS|LWLSWS|RWWSWS|RWRSWS,1LWSLWSRW1RWSRWS|WSWS|||,None,No
168,2,False,1.75305,4,132|WWWS|LWWWLJS|LJJS|,WWWSLJJSLWWWLJS||||,None,No
168,3,False,3.2951166666666665,10,1|LWSWWRSJRWSWWSLJLWSWWS|||,LWSWWSRJRWSWWSLJLWSWWS||||,None,No
168,4,False,2.2678833333333333,7,2||JWRWSJWWRJWWSJRWWJS||,JWRWSJWWRJWSJRWJS||||,None,No
168,5,False,4.8007333333333335,13,12|LJSJWJSJRJSJR|JSWJJSJRJSRWWSWS||,LJSJJSJRJSJRJSJJSJRJSRWWS||||,None,No
168,6,False,5.346266666666667,17,12|JSJJSJRJSWSRJ|JSJWJSRWSRJJS||,JSJJSJRJSWSRJJSJJSRWSRJJS||||,None,No
168,7,False,4.80385,16,12|LJSJSRJLJSRJSRJSJRJS|||,LJSJSRJLJSRJSRJSJRJS||||,None,No
168,8,False,2.5149,9,1|WLJSLJJSRJWWRJSRJS|||,WLJSLJJSRJWRJSRJS||||,None,No
168,9,False,2.1466333333333334,8,2||JWJSJWWJJRWJSRJJRWS||,JJSJWJJRWJSRJJRWS||||,None,No
169,0,False,5.574116666666667,8,J13WWR13WS|JS||JR|,J12WWR12WS|JS|JR||,Between 1 and 3 college courses (or equivalent),No
169,1,False,4.345316666666666,7,2113W2332|WSL|WS|WSR|,1223W1331|WS|1L|1R|,Between 1 and 3 college courses (or equivalent),No
169,2,False,3.3187333333333333,3,1SJJLS1JS|WWWL|||,1SJJSL1JS|WWWL|||,Between 1 and 3 college courses (or equivalent),No
169,3,False,10.855216666666667,16,2JL1W132LW13L1|WS|JS|LJ|,1JL2W231LW23L2|JS|WS|LJ|,Between 1 and 3 college courses (or equivalent),No
169,4,False,5.023,9,12SJ2W3L1JL3|JW|RW|JS|,12SJ2W3L1L3|JW|RW|JS|,Between 1 and 3 college courses (or equivalent),No
169,5,False,2.3332166666666665,4,1L11L1L1JS33S|JSJ||LW|,1L11L1L1JS22S|JSJ|LW||,Between 1 and 3 college courses (or equivalent),No
169,6,False,6.1559,12,1143R243L2L3|JSJ|JJ|SWS|RJ,1123R423L4L3|JSJ|RJ|SWS|JJ,Between 1 and 3 college courses (or equivalent),No
169,7,False,3.2212666666666667,5,13S21S2S232S|LJ|RJ|SJ|,12S31S3S323S|LJ|SJ|RJ|,Between 1 and 3 college courses (or equivalent),No
169,8,False,1.9939333333333333,3,WL4WWJLJSL4WR4||||JS,WL1WJL1L1WR1|JS|||,Between 1 and 3 college courses (or equivalent),No
169,9,False,1.9716666666666667,4,1321321S|JJ|WL|SR|,1231231S|JJ|SR|WL|,Between 1 and 3 college courses (or equivalent),No
170,0,False,11.32875,7,2SJR1RJSJRWS|WW|JJ||,JJSJRWWRJSJRWS||||,None,No
170,1,False,3.9349333333333334,1,WSWS112WSRWS11|LWS|RW||,WSWS112WS2S11|LWS|RW||,None,No
170,2,False,2.8766666666666665,4,WWWSLJJSLWWWLJS||||,WWWSLJJSLWWWLJS||||,None,No
170,3,False,3.5584333333333333,7,LWSWWSRJRWSWWSLJLWSWWS||||,LWSWWSRJRWSWWSLJLWSWWS||||,None,No
170,4,False,2.6643333333333334,3,JWRWSJWWRJWSJRWJS||||,JWRWSJWWRJWSJRWJS||||,None,No
170,5,False,5.034633333333334,7,JSJLJSJJSJLJSJLJSJJSLLJRJS||||,JSJLJSJJSJLJSJLJSJJSLLJRJS||||,None,No
170,6,False,1.92865,1,JSJJSJRJSWSRJJSRWSLJJSLWS||||,JSJJSJRJSWSRJJSRWSLJJSLWS||||,None,No
170,7,False,2.923583333333333,4,LJSJSRJLJSRJSRJSJRJS||R||,LJSJSRJLJSRJSRJSJRJS||||,None,No
170,8,False,6.2177,11,WLJ2JJSR1W2JS|JR|SL||,WLJ1JJSRJRW1JS|SL|||,None,No
170,9,False,3.56665,7,JJSJWRJSLWJRJS||W||,JJSJWRJSLWJRJS||||,None,No
