participant_idx,mdp_idx,skipped,elapsed_minutes,program_evaluations,program,preprocessed_program,programming_exp,programming_game_exp
136,3,False,1.6985166666666667,5,L1213L1|WSWWS|RJR|LJ|,L1RJR1LJL1|WSWWS|||,Between 1 and 3 college courses (or equivalent),No
136,4,False,3.08585,17,J1J1JWS23|WWRWS|RJWJS|LJS|,J1J1JWSRJWLJS|WWRWS|||,Between 1 and 3 college courses (or equivalent),No
136,5,False,3.754983333333333,24,JS11S3234WS234232|LW|WWS|LL|WR,JS11S2324WS324323|LW|LL|WWS|WR,Between 1 and 3 college courses (or equivalent),No
136,6,False,1.98245,14,11R12R13L14|JSJ|WS|SRWS|SLWS,11R12R1SR2L1SL2|JSJ|WS||,Between 1 and 3 college courses (or equivalent),No
136,7,False,4.002416666666667,20,J1233142142R2|LJSL|JS|SR|RR,J12RR132132R2|L2L|JS|RR|,Between 1 and 3 college courses (or equivalent),No
136,8,False,3.1887166666666666,12,1212L32R232|WL|JS|WR|,1212L32R232|WL|JS|WR|,Between 1 and 3 college courses (or equivalent),No
136,9,False,1.4097,9,J1J2L12L11|JS|RW||,J1J2L12L11|JS|RW||,Between 1 and 3 college courses (or equivalent),No
137,0,False,5.757933333333333,1,JJSJRWRJJSLWLJS||||,JJSJRWRJJSLWLJS||||,None,No
137,1,False,8.34995,11,WSWSLWSLWSRWWSWSRWSRWS||||,WSWSLWSLWSRWWSWSRWSRWS||||,None,No
137,2,False,1.6526833333333333,2,WWWSLJJSLWWWLJS||||,WWWSLJJSLWWWLJS||||,None,No
137,3,False,3.378816666666667,5,JSJLWSWWSLJJSLWLJSRWRJS||||,JSJLWSWWSLJJSLWLJSRWRJS||||,None,No
137,4,False,3.38495,6,JWWRWSRJWWLJSLJRWJS||||,JWRWSRJWWLJSLJRWJS||||,None,No
137,5,False,5.187916666666666,8,JSLWLWSRRWWSLLWRWSWLWSRRWWSLLWRWS||||,JSLWLWSRRWWSLLWRWSWLWSRRWWSLLWRWS||||,None,No
137,6,False,3.68335,5,JSJJSJRJSWSRJJSRWSLJJSLWS||||,JSJJSJRJSWSRJJSRWSLJJSLWS||||,None,No
137,7,False,3.161033333333333,4,JLJSLJSRJSRJJSLJSLJS||||,JLJSLJSRJSRJJSLJSLJS||||,None,No
137,8,False,2.61205,3,WLJSLJJSRJRWSLJS||||,WLJSLJJSRJRWSLJS||||,None,No
137,9,False,1.59245,2,JJSRWLJJSRWLJJS||||,JJSRWLJJSRWLJJS||||,None,No
138,0,False,17.071883333333332,10,11LWJS|JRWSL|||,11LWJS|JRWSL|||,Between 1 and 3 college courses (or equivalent),No
138,1,False,5.548333333333333,11,12|WSWSLWSLWSRW|WSWSRWSRWS||,WSWSLWSLWSRWWSWSRWSRWS||||,Between 1 and 3 college courses (or equivalent),No
138,2,False,0.95925,2,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,Between 1 and 3 college courses (or equivalent),No
138,3,False,2.18485,4,LWSWWSRJJSRWWSWRJSRWWS||||,LWSWWSRJJSRWWSWRJSRWWS||||,Between 1 and 3 college courses (or equivalent),No
138,4,False,5.076033333333333,14,JWWRWSRJWWLJSJWLJS||||,JWRWSRJWWLJSJWLJS||||,Between 1 and 3 college courses (or equivalent),No
138,5,False,2.64165,8,JSLWLWSRRWWSLLWRWSWWSRRWLWSRRWWS||||,JSLWLWSRRWWSLLWRWSWWSRRWLWSRRWWS||||,Between 1 and 3 college courses (or equivalent),No
138,6,False,2.49285,6,JSJJSJRJSWSRJJSRWSLJJSLWS||S||,JSJJSJRJSWSRJJSRWSLJJSLWS||||,Between 1 and 3 college courses (or equivalent),No
138,7,False,5.347533333333334,11,JLJ122LJ22S|SLJ|SRJ||,JLJSLJ11LJ11S|SRJ|||,Between 1 and 3 college courses (or equivalent),No
138,8,False,2.468566666666667,8,WLJSLJJSRJRWSLJS||R||,WLJSLJJSRJRWSLJS||||,Between 1 and 3 college courses (or equivalent),No
138,9,False,0.7212333333333333,1,JJSJWRJSLWJRJS||||,JJSJWRJSLWJRJS||||,Between 1 and 3 college courses (or equivalent),No
139,0,False,3.1031166666666667,1,JJS1WWRJS1WS|JR|||,JJS1WWRJS1WS|JR|||,Between 1 and 3 college courses (or equivalent),No
139,1,False,16.20875,22,RWLWLW1RWR1|SWSWWSWS|||,RWLWLW1RWR1|SWSWWSWS|||,Between 1 and 3 college courses (or equivalent),No
139,2,False,1.5800333333333334,4,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,Between 1 and 3 college courses (or equivalent),No
139,3,False,1.5136,1,L1RJR1LJL1|WSWWS|||,L1RJR1LJL1|WSWWS|||,Between 1 and 3 college courses (or equivalent),No
139,4,False,2.7815,2,1JRWL1JWRJ1|JWRWS|||,1JRWL1JWRJ1|JWRWS|||,Between 1 and 3 college courses (or equivalent),No
139,5,False,6.666733333333333,6,L12JR12RWWS|JSJJSJ|RJS||,L12JR12RWWS|JSJJSJ|RJS||,Between 1 and 3 college courses (or equivalent),No
139,6,False,9.753116666666667,12,JS2JWRWR1LWL1|JS222|JJS||,JS1JWRWR2LWL2|JJS|JS111||,Between 1 and 3 college courses (or equivalent),No
139,7,False,4.878433333333334,5,12J1JS1LJ2|LJS|RJS||,12J1JS1LJ2|LJS|RJS||,Between 1 and 3 college courses (or equivalent),No
139,8,False,3.25495,4,WL1LJ1RRJLWS1|JS|||,WL1LJ1RRJLWS1|JS|||,Between 1 and 3 college courses (or equivalent),No
139,9,False,1.6987333333333334,3,1SJWRJSWL1S|JJ|||,1SJWRJSWL1S|JJ|||,Between 1 and 3 college courses (or equivalent),No
140,0,False,0.9946166666666667,2,JJSRRJLWSLJRWS||||,JJSRRJLWSLJRWS||||,Between 1 and 3 college courses (or equivalent),No
140,1,False,0.6972,2,WSWSLWSLWSRWWSWSRWSRWS||||,WSWSLWSLWSRWWSWSRWSRWS||||,Between 1 and 3 college courses (or equivalent),No
140,2,False,0.4697,1,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,Between 1 and 3 college courses (or equivalent),No
140,3,False,1.0258333333333334,3,LWSWWSRJRWSWWSLJLWSWWS||||,LWSWWSRJRWSWWSLJLWSWWS||||,Between 1 and 3 college courses (or equivalent),No
140,4,False,0.8828333333333334,4,JWRWSJWRJLWRWSJRWJS||||,JWRWSJWRJLWRWSJRWJS||||,Between 1 and 3 college courses (or equivalent),No
140,5,False,1.4399666666666666,7,JSLWLWSRRWWSLLWRWSWRWSLLWWSRRWLWS||||,JSLWLWSRRWWSLLWRWSWRWSLLWWSRRWLWS||||,Between 1 and 3 college courses (or equivalent),No
140,6,False,1.4778166666666666,8,JSJJSJRJSWSRJJSRWSLJJSWLSSWS||||,JSJJSJRJSWSRJJSRWSLJJSLWS||||,Between 1 and 3 college courses (or equivalent),No
140,7,False,1.4814833333333333,11,JLJSLJSRJSRJJSLJSLJS||||,JLJSLJSRJSRJJSLJSLJS||||,Between 1 and 3 college courses (or equivalent),No
140,8,False,0.8164,4,WLJSLJJSRJRWSLJS||||,WLJSLJJSRJRWSLJS||||,Between 1 and 3 college courses (or equivalent),No
140,9,False,0.6314333333333333,3,JJSJWRJSWLJJS||||,JJSJWRJSWLJJS||||,Between 1 and 3 college courses (or equivalent),No
141,0,False,5.786733333333333,4,112|RWLJS|LWJS||,11LWJS|RWLJS|||,None,No
141,1,False,1.2665333333333333,1,1121W112121W1|WS|L||,11L1W11L1L1W1|WS|||,None,No
141,2,False,3.70745,1,2LJL2RJR2||WWWS||,1LJL1RJR1|WWWS|||,None,No
141,3,False,5.17335,13,1212|JSJLW|SLJJSRWR||,1212|JSJLW|SLJJSRWR||,None,No
141,4,False,4.831966666666666,7,J12J1J2RJ1|WRWS|RJLW||,J12J1J2RJ1|WRWS|RJLW||,None,No
141,5,False,6.471583333333333,13,L11RJSR22LJL11|JSJ|WWS||,L11RJSR22LJL11|JSJ|WWS||,None,No
141,6,False,6.089683333333333,14,2231322RWR22|SWS|JSJ|RJ|,112SWS211RWR11|JSJ|RJ||,None,No
141,7,False,1.9271333333333334,7,123133J3|LJS|JS|RJS|,123133J3|L2|JS|R2|,None,No
141,8,False,2.3307333333333333,5,W1WJ11WRJS|LJS|||,W1WJ11WRJS|LJS|||,None,No
141,9,False,3.816133333333333,8,J13WL1W31|JS||JR|,J12WL1W21|JS|JR||,None,No
142,0,False,10.628616666666666,14,11LW3|RWL3||JS|,11LW2|RWL2|JS||,Between 1 and 3 college courses (or equivalent),No
142,1,False,20.041416666666667,34,31|421|3334|WS|3L,12|WS|311132|1L|,Between 1 and 3 college courses (or equivalent),No
142,2,False,12.44635,21,1J212|WWW2J|SL||,1J212|WWW2J|SL||,Between 1 and 3 college courses (or equivalent),No
142,3,False,11.5499,21,4J2134232|WS|L11|LJ|JS,1J2341242|JS|L33|WS|LJ,Between 1 and 3 college courses (or equivalent),No
142,4,False,6.133216666666667,12,1R21W3S3L1|JSW|WS|R1|,1RWS1W2S2L1|JSW|R1||,Between 1 and 3 college courses (or equivalent),No
142,5,False,12.9677,33,JS1R1|34W423R2S|RW|LWLW|S3,JS1R1|23W342R4S|LWLW|S2|RW,Between 1 and 3 college courses (or equivalent),No
142,6,False,5.917116666666667,17,111|R2WSLJLW2RJ|JS||,111|R2WSLJLW2RJ|JS||,Between 1 and 3 college courses (or equivalent),No
142,7,False,8.5063,22,3R23L2||4LJR4|L4|JS,1R31L3|L2|JS|2LJR2|,Between 1 and 3 college courses (or equivalent),No
142,8,False,3.092216666666667,6,1|WL4LJ4RJRWSL4|||JS,WL1LJ1RJRWSL1|JS|||,Between 1 and 3 college courses (or equivalent),No
142,9,False,3.1586166666666666,8,1|33WR4WL3||44|JS,11WR2WL1|22|JS||,Between 1 and 3 college courses (or equivalent),No
143,0,False,7.449666666666666,3,JJSRRJLWSWLJS||||,JJSRRJLWSWLJS||||,None,No
143,1,False,3.2694666666666667,1,WSWSLWSLWSRWWSWSRWSRWS||||,WSWSLWSLWSRWWSWSRWSRWS||||,None,No
143,2,False,18.201233333333334,4,WWWSLJJSLWWWLJS||||,WWWSLJJSLWWWLJS||||,None,No
143,3,False,5.313383333333333,1,LWSWWSRJRWSWWSLJLWSWWS||||,LWSWWSRJRWSWWSLJLWSWWS||||,None,No
143,4,False,2.302566666666667,1,JWRWSJWWRJWSJRWJS||||,JWRWSJWWRJWSJRWJS||||,None,No
143,5,True,5.2603,3,,,None,No
143,6,False,7.416,6,JSJJSJRJSWSRJJSJJSRWSRJJS||||,JSJJSJRJSWSRJJSJJSRWSRJJS||||,None,No
143,7,False,1.70385,1,LJSJSRJLJSRJSRJSJRJS||||,LJSJSRJLJSRJSRJSJRJS||||,None,No
143,8,False,3.8901333333333334,3,WLJSWJLJSLJSWRJS||||,WLJSWJLJSLJSWRJS||||,None,No
143,9,False,2.9196333333333335,3,JJSJRWLJSWJRSJS||||,JJSJRWLJSWJRJS||||,None,No
144,0,False,29.2503,54,11JLWWLJS|RWLJS|||,11JLWWLJS|RWLJS|||,None,No
144,1,False,5.508133333333333,23,WSWSLWSLWSRWWSWSRWSRWS||||,WSWSLWSLWSRWWSWSRWSRWS||||,None,No
144,2,False,1.4318166666666667,10,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,None,No
144,3,False,1.4360166666666667,13,LWSWWSRJRWSWWSLJLWSWWS||||,LWSWWSRJRWSWWSLJLWSWWS||||,None,No
144,4,False,1.0987833333333332,8,JWWRWSRJWWLJSLJRWJS||||,JWRWSRJWWLJSLJRWJS||||,None,No
144,5,False,9.24725,35,L1R1R1RJSRWWS|JSJSJSJ|||,L1R1R1RJSRWWS|JSJJSJ|||,None,No
144,6,False,4.96105,25,JSJJSJRJSWSRJJSJJSRWSRJJS||||,JSJJSJRJSWSRJJSJJSRWSRJJS||||,None,No
144,7,False,1.7581833333333334,18,LJSJSRJLJSRJSRJSJRJS||||,LJSJSRJLJSRJSRJSJRJS||||,None,No
144,8,False,2.265433333333333,18,WLJSLJJSRJRWSLJS||||,WLJSLJJSRJRWSLJS||||,None,No
144,9,False,4.734933333333333,24,1|JJSRWL1|||,1|JJSRWL1|||,None,No
145,0,False,1.8856333333333333,5,123|JJS|JRWWRJS|JRWS|,JJSJRWWRJSJRWS||||,None,No
145,1,False,2.729833333333333,3,123|WSWSLWSLWS|RWWSWSRWS|RWS|,WSWSLWSLWSRWWSWS11|RWS|||,None,No
145,2,False,1.6701666666666666,3,12|WWWSLJLWWWS|RJRWWWS||,WWWSLJLWWWSRJRWWWS||||,None,No
145,3,False,2.2697833333333333,2,12|LWSWWSRJRWS|WWSLJLWSWWS||,LWSWWSRJRWSWWSLJLWSWWS||||,None,No
145,4,False,2.3475166666666665,6,12|JWRWSJWRJLWRWS|JRWJS||,JWRWSJWRJLWRWSJRWJS||||,None,No
145,5,False,3.227116666666667,5,123|JSLWLWSRRWWS|LLWRWSWLWS|RRWWSLLWRWS|,JSLWLWSRRWWSLLWRWSWLWSRRWWSLLWRWS||||,None,No
145,6,False,4.10405,7,123|RJSWSLJJSLWS|LJRJSRJJSJR|JSWS|,R1LJJSLWSLJRJSRJJSJR1|JSWS|||,None,No
145,7,False,2.990883333333333,7,12|LJSJSRJRJS|JLWLWJSJSLJS||,LJSJSRJRJSJLWLWJSJSLJS||||,None,No
145,8,False,1.6087333333333333,2,12|WLJSWJLJSLJ|SWRJS||,WLJSWJLJSLJSWRJS||||,None,No
145,9,False,1.3631333333333333,2,12|JJSJWJJRWJS|RJJRWS||,JJSJWJJRWJSRJJRWS||||,None,No
146,0,False,2.3722333333333334,1,JRWSWL1LW1|JS|||,JRWSWL1LW1|JS|||,Between 1 and 3 college courses (or equivalent),No
146,1,False,4.490933333333333,4,112L1341L12|WS|LWS|RW|1R,1122RW1R122|WS|L1||,Between 1 and 3 college courses (or equivalent),No
146,2,False,1.03915,1,LJSJRWWWSRJJS||||,LJSJRWWWSRJJS||||,Between 1 and 3 college courses (or equivalent),No
146,3,False,2.3122166666666666,2,L1RJR1LJL1|WSWWS|||,L1RJR1LJL1|WSWWS|||,Between 1 and 3 college courses (or equivalent),No
146,4,False,1.5914166666666667,1,J1RWSJR1WJSLJWLJS|WW|||,J1RWSJR1JSLJWLJS|WW|||,Between 1 and 3 college courses (or equivalent),No
146,5,False,3.8653333333333335,4,L1RJR222LJL1|JSJJSJ|SWW||,L1RJR222LJL1|JSJJSJ|SWW||,Between 1 and 3 college courses (or equivalent),No
146,6,False,1.7235666666666667,3,1RJSRJ1LWL1JS|JSJJSJ|||,1RJSRJ1LWL1JS|JSJJSJ|||,Between 1 and 3 college courses (or equivalent),No
146,7,False,2.5103,2,L11RJL1R1R1JR1|JS|||,L11RJL1R1R1JR1|JS|||,Between 1 and 3 college courses (or equivalent),No
146,8,False,1.2164666666666666,1,11RJSLLJWWRJS|WLJS|||,11RJSLLJWRJS|WLJS|||,Between 1 and 3 college courses (or equivalent),No
146,9,False,1.98815,2,1212JS|JJS|RWLJ||,1212JS|JJS|RWLJ||,Between 1 and 3 college courses (or equivalent),No
147,0,False,3.3760166666666667,3,12L12RRWJS|JR|WS||,12L12RRWJS|JR|WS||,Between 1 and 3 college courses (or equivalent),No
147,1,False,2.17985,10,W1RWWRWL1|SWSLWSLWS|||,W1RWWRWL1|SWSLWSLWS|||,Between 1 and 3 college courses (or equivalent),No
147,2,False,2.6147833333333335,9,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,Between 1 and 3 college courses (or equivalent),No
147,3,False,6.6885666666666665,8,L1RJR1LJL1|WSWWS|||,L1RJR1LJL1|WSWWS|||,Between 1 and 3 college courses (or equivalent),No
147,4,False,1.5481,6,1JRWL1JWR1|JWWRWS|||,1JRWL1JWR1|JWRWS|||,Between 1 and 3 college courses (or equivalent),No
147,5,False,8.090733333333333,23,JL1|SWL3W3WRW1||WSLL|,JL1|SWL2W2WRW1|WSLL||,Between 1 and 3 college courses (or equivalent),No
147,6,False,5.373683333333333,9,RJ311|JSJRJ3||SWSLLWWJR|,RJ122|SWSLLWJR|JSJRJ1||,Between 1 and 3 college courses (or equivalent),No
147,7,False,8.9581,21,L1SRJLJSRJSR1R1|JSJ|||,L1SRJLJSRJSR1R1|JSJ|||,Between 1 and 3 college courses (or equivalent),No
147,8,False,3.3594833333333334,6,112LLJWW2|WLJS|RJS||,112LLJW2|WLJS|RJS||,Between 1 and 3 college courses (or equivalent),No
147,9,False,0.5934666666666667,1,1|JJSRWL1|||,1|JJSRWL1|||,Between 1 and 3 college courses (or equivalent),No
148,0,False,3.9414333333333333,7,1SJR3RJSJRWS|JJ||WW|,JJSJRWWRJSJRWS||||,None,No
148,1,False,2.4846666666666666,7,11L1L1RW11R1R1|WS|||,11L1L1RW11R1R1|WS|||,None,No
148,2,False,1.0052166666666666,2,L1RWWWL1RRJ1|JS|||,L1RWWWL1RRJ1|JS|||,None,No
148,3,False,1.7149833333333333,13,1JL3W3LJL3RJL3RRW3|JS||WS|,JSJL1W1LJL1RJL1RRW1|WS|||,None,No
148,4,False,1.0763333333333334,10,J1RWSJR13LJWL3|WW||JS|,J1RWSJR12LJWL2|WW|JS||,None,No
148,5,False,1.7444166666666667,18,JSL1RRWWSLLWRWSWLWSRRWWSLLWRWS|WLWS|||,JSL1RRWWSLLWRWS1RRWWSLLWRWS|WLWS|||,None,No
148,6,False,1.1932333333333334,11,RJSWSLJJSLWSJLJSRRJJSJRJSWS||||,RJSWSLJJSLWSJLJSRRJJSJRJSWS||||,None,No
148,7,False,2.304666666666667,16,L33RJLJSR3R33RJS|||JS|,L11RJL1R1R11R1|JS|||,None,No
148,8,False,0.76555,6,WL1WL1R1LJLW1|JS|||,WL1WL1R1LJLW1|JS|||,None,No
148,9,False,0.6418166666666667,8,J1JRWL1RWLJ1|JS|||,J1JRWL1RWLJ1|JS|||,None,No
149,0,False,6.1551,8,123|JJSJ|RWWRJS|JRWS|,JJSJRWWRJSJRWS||||,None,No
149,1,False,14.843783333333333,28,1324|WSL|RWSRWS|WSWWSWS|WWSWS,WSLWS1RWSRWS1|WWSWS|||,None,No
149,2,False,2.9286833333333333,9,123|LJS|JRWWWS|RJJS|,LJSJRWWWSRJJS||||,None,No
149,3,False,5.140033333333333,8,124|L3|RJR3|WSWWS|LJL3,1RJR2LJ1|L2|WSWWS||,None,No
149,4,False,3.521533333333333,7,123|JWWRWS|JRWL1|2RWS|,122RWS|JWRWS|JRWL1||,None,No
149,5,False,16.905,45,1234|LJSJJS|JRJSR|WWSWWS|LJ1,1JRJSRWWSWWSLJ1|LJSJJS|||,None,No
149,6,False,7.446633333333334,17,2134|RJSWS|JSJJSJ|RJJSRWS|LJJSLWS,JSJJSJRJSWSRJJSRWSLJJSLWS||||,None,No
149,7,False,4.762066666666667,9,1233J3|LJSJS|RJLJS|RJS|,LJSJSRJLJS11J1|RJS|||,None,No
149,8,False,2.4600833333333334,5,123|WLJSWLJS|RJS|LJLWWJS|,WLJSWLJSRJSLJLWJS||||,None,No
149,9,False,2.62345,2,123|JJS|JWRJS|LWJRJS|,JJSJWRJSLWJRJS||||,None,No
150,0,False,4.5795,14,2L12L131|JS|RW|LW|,1L21L2LW2|RW|JS||,Between 1 and 3 college courses (or equivalent),No
150,1,False,7.233483333333333,44,1232|WSWS|LWSLWS|RWWRSWS|,WSWS1RWWSRWS1|LWSLWS|||,Between 1 and 3 college courses (or equivalent),No
150,2,False,1.87415,4,12|LJSJRWWWS|RJJS||,LJSJRWWWSRJJS||||,Between 1 and 3 college courses (or equivalent),No
150,3,False,3.53675,11,124|LWSWWS|RJR3|WSWWS|LJL3,L1RJR1LJL1|WSWWS|||,Between 1 and 3 college courses (or equivalent),No
150,4,False,4.179866666666666,14,1R2132JRWJS|JW|WS|WRJ|,1R21WRJ2JRWJS|JW|WS||,Between 1 and 3 college courses (or equivalent),No
150,5,False,6.8220833333333335,18,JSLW1212|LWSLLWWS|LLWRWSW||,JSLW1212|LWSLLWWS|LLWRWSW||,Between 1 and 3 college courses (or equivalent),No
150,6,False,8.3088,33,13R1R31LWSL31|JS||JJSJ|,12R1R21LWSL21|JS|J1J||,Between 1 and 3 college courses (or equivalent),No
150,7,False,1.9785833333333334,8,L11RJL1R1R1JR1|JS|||,L11RJL1R1R1JR1|JS|||,Between 1 and 3 college courses (or equivalent),No
150,8,False,2.3472666666666666,8,WL1LJ1RJR2L1|JS|WS||,WL1LJ1RJRWSL1|JS|||,Between 1 and 3 college courses (or equivalent),No
150,9,False,1.4062333333333332,5,J12R1WLJ1|JS|JW||,J1JWR1WLJ1|JS|||,Between 1 and 3 college courses (or equivalent),No
151,0,False,4.49665,5,1234|RWWLJL|WSWRJS|JRWWWRJS|RW,1WLJLWSWRJSJ1WRJS|RW|||,None,No
151,1,False,5.964533333333334,6,123L4|WSWSL|WSWWSWSL|WS|WSWWS,12W12L2W2|22L|WS||,None,No
151,2,False,1.4870333333333334,1,1LJL1RJR1|WWWS|||,1LJL1RJR1|WWWS|||,None,No
151,3,False,2.6423,2,L13141|WSWSWS||RJR|LJL,L1RJR1LJL1|WSWWS|||,None,No
151,4,False,2.78785,4,1JRWL1JWR1|JWWRWS|||,1JRWL1JWR1|JWRWS|||,None,No
151,5,False,3.288883333333333,6,1RJR2LJ1|LJSJJSJ|SWWSWWS||,1RJSRWWSWWSLJ1|LJSJJSJ|||,None,No
151,6,False,5.652566666666667,11,1J1JR234|JS|JSWSJWWR|WWRJSWSLJ|JLSWS,1J1JR1WSJRWWR1WSLJJSLWS|JS|||,None,No
151,7,False,2.8443,4,L1R2L1LJS|JSJS|JRJSLJ||,L1RJRJSLJL1LJS|JSJS|||,None,No
151,8,False,2.6197,1,WL122WR3RWW|JSWJW|LJS|JS|,WL1WJ22WR1|JS|L1||,None,No
151,9,False,6.037583333333333,6,123RWRWJSWSLWL1|JJS|JW|JJ|JWS,1JW2RWRJWSLWL1|2S|JJ||,None,No
152,0,False,19.551566666666666,5,JJS12|LLJLWS|LJRWS||,JJSLLJLWSLJRWS||||,None,No
152,1,False,6.137166666666666,4,11L1111L1L111|WS|||,11L1111L1L111|WS|||,None,No
152,2,False,5.136966666666667,3,LJSJR111RJJS|WS|||,LJSJR111RJJS|WS|||,None,No
152,3,False,8.534,2,123RWR123|JSJ|LWSL|JJS|,123RWR123|JSJ|LWSL|JJS|,None,No
152,4,False,12.901433333333333,4,12133R12|JWWR|WS|JWS|,12133R12|JWWR|WS|J2|,None,No
152,5,False,16.538516666666666,8,JS1123123|LWS|LLWWS|LLWRWSW|,JS1123123|LWS|LLWWS|LLWRWSW|,None,No
152,6,False,6.12325,4,112R12L1SLWS|JSJ|RJSWS|JSRWS|,112R12L1SLWS|JSJ|RJSWS||,None,No
152,7,False,5.9671,11,21323332|JS|L1|R1|,12313331|L2|JS|R2|,None,No
152,8,False,3.1407,5,11L2RJ2|WLJS|WRJS||,11L2RJ2|WLJS|WRJS||,None,No
152,9,False,2.802016666666667,5,11121211|JS|RWL||,11121211|JS|RWL||,None,No
153,0,False,7.711016666666667,3,JR1213LWW3S|WS|3R|LJ|,JR12R12LWW2S|WS|LJ||,Between 1 and 3 college courses (or equivalent),No
153,1,False,2.7432333333333334,3,W1RWWR1|SWS22|LWS||R,W1RWWR1|SWS22|LWS||,Between 1 and 3 college courses (or equivalent),No
153,2,False,1.8989,1,12JJ21LJS|WWW|SL||,12JJ21LJS|WWW|SL||,Between 1 and 3 college courses (or equivalent),No
153,3,False,2.16305,1,L1RJR1LJL1|WSWWS|||,L1RJR1LJL1|WSWWS|||,Between 1 and 3 college courses (or equivalent),No
153,4,False,2.34415,1,JWR1WWRJ1RWJS|WSJ|||,JWR1WWRJ1RWJS|WSJ|||,Between 1 and 3 college courses (or equivalent),No
153,5,False,13.877266666666667,13,JSL22|LW|W3SL1WSR31S|RW|,JSL11|W2SL3WSR23S|RW|LW|,Between 1 and 3 college courses (or equivalent),No
153,6,False,10.69005,7,RJ11SWS|SWSLJLWJSRJRJ|||,RJ11SWS|SWSLJLWJSRJRJ|||,Between 1 and 3 college courses (or equivalent),No
153,7,False,2.7932166666666665,1,13J1JS1LJ3|LJS||RJS|,12J1JS1LJ2|LJS|RJS||,Between 1 and 3 college courses (or equivalent),No
153,8,False,2.382233333333333,3,W1LJJSRJRWS1|LJS|||,W1LJJSRJRWS1|LJS|||,Between 1 and 3 college courses (or equivalent),No
153,9,False,3.833666666666667,2,221|JJS|13|RWL|,112|2RWL|JJS||,Between 1 and 3 college courses (or equivalent),No
154,0,False,8.280083333333334,16,J1WR1S|JSJRW|||,J1WR1S|JSJRW|||,Between 1 and 3 college courses (or equivalent),No
154,1,False,6.615666666666667,12,3112W2113|WSL|WSR|WS|,1223W3221|WS|1L|1R|,Between 1 and 3 college courses (or equivalent),No
154,2,False,4.57725,11,12JJ21LJS|WWW|SL||,12JJ21LJS|WWW|SL||,Between 1 and 3 college courses (or equivalent),No
154,3,False,6.6641,14,LWS1RJ2R1WR2R1|WWS|JS||,LWS1RJ2R1WR2R1|WWS|JS||,Between 1 and 3 college courses (or equivalent),No
154,4,False,3.4627833333333333,5,1RWSJRWW2L1L2|JW|JS||,1RWSJRWW2L1L2|JW|JS||,Between 1 and 3 college courses (or equivalent),No
154,5,False,4.587516666666667,12,12122133S|JS|JL1J|LW|,12122133S|JS|JL1J|LW|,Between 1 and 3 college courses (or equivalent),No
154,6,False,4.24445,12,1231231|RJSWSLJ|LWJS|RJ|,1321321|2SWSLJ|RJ|LWJS|,Between 1 and 3 college courses (or equivalent),No
154,7,False,3.20535,7,121JS1LJ2|LJS|RJSJ||,121JS1LJ2|LJS|RJSJ||,Between 1 and 3 college courses (or equivalent),No
154,8,False,2.767,7,111LJLWJS|WLJS|||,111LJLWJS|WLJS|||,Between 1 and 3 college courses (or equivalent),No
154,9,False,1.98525,8,12121|JJS|RWL||,12121|JJS|RWL||,Between 1 and 3 college courses (or equivalent),No
155,0,False,8.706816666666667,6,R1JRWS2J21|WLJS|LW||,R1JRWS2J21|WLJS|LW||,Between 1 and 3 college courses (or equivalent),No
155,1,False,13.71305,18,4L4444334444|||RWS|WS,1L111122111|WS|R1||,Between 1 and 3 college courses (or equivalent),No
155,2,False,1.7519,1,1LJL1RJR1S|WWWS|||,1LJL1RJR1|WWWS|||,Between 1 and 3 college courses (or equivalent),No
155,3,False,2.3263166666666666,4,L1RJR1LJL11|WSWWS|||,L1RJR1LJL1|WSWWS|||,Between 1 and 3 college courses (or equivalent),No
155,4,False,3.1457166666666665,7,121J2JRWWJS|JWWR|WS||,121J2JRWJS|JWWR|WS||,Between 1 and 3 college courses (or equivalent),No
155,5,False,9.671333333333333,15,3111LLJ32323|JLJS|JR|JS|,1222LLJ13131|JS|JL1|JR|,Between 1 and 3 college courses (or equivalent),No
155,6,False,6.85405,17,1JRJSRJ1LWSLWJ1|JSJJS|||,1JRJSRJ1LWSLJ1|JSJJS|||,Between 1 and 3 college courses (or equivalent),No
155,7,False,5.170416666666667,9,L3322SLJ131|LJS|RJ|JS|,1233SLJ121|L2|JS|RJ|,Between 1 and 3 college courses (or equivalent),No
155,8,False,3.53665,6,W1LJJSRJRWS1|LJS|||,W1LJJSRJRWS1|LJS|||,Between 1 and 3 college courses (or equivalent),No
155,9,False,1.3456833333333333,2,1JWRJSWL1|JJS|||,1JWRJSWL1|JJS|||,Between 1 and 3 college courses (or equivalent),No
156,0,False,10.77325,12,13333|JSW||11R|,12222|JSW|11R||,None,No
156,1,False,12.618966666666667,26,1422L4111|WS|11||1L,1233L231|WS|1L|11|,None,No
156,2,False,4.866216666666666,10,33221|JWWWS|1R|1L|,11332|2L|JWWWS|2R|,None,No
156,3,False,9.136966666666666,18,44|JSJ|RSWR|LWSL|1312,11|2LWSL2SRWR|JSJ||,None,No
